Compound ID,ESOL predicted log solubility in mols per litre,Minimum Degree,Molecular Weight,Number of H-Bond Donors,Number of Rings,Number of Rotatable Bonds,Polar Surface Area,measured log solubility in mols per litre,smiles,Fingerprint,MW,LogP,TPSA,HBD,HBA,scaffold
benzoin,-3.148,1,212.248,1,2,3,37.3,-2.85,OC(C(=O)c1ccccc1)c2ccccc2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A48F1B0>,212.248,2.602900000000001,37.3,1.0,2.0,O=C(Cc1ccccc1)c1ccccc1
"2,4-Dimethylphenol",-2.6210000000000004,1,122.167,1,1,0,20.23,-1.19,Cc1ccc(O)c(C)c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A48F370>,122.16699999999999,2.0090399999999997,20.23,1.0,1.0,c1ccccc1
m-Chloronitrobenzene ,-2.901,1,157.55599999999998,0,1,1,43.14,-2.77,Clc1cccc(c1)N(=O)=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A48F530>,157.55599999999998,2.2482000000000006,43.14,0.0,2.0,c1ccccc1
ampyrone,-1.192,1,203.245,1,2,1,52.95,-0.624,Cc2c(N)c(=O)n(c1ccccc1)n2C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A48F6F0>,203.245,1.0666200000000003,52.95,1.0,2.0,O=c1cc[nH]n1-c1ccccc1
"2,2',4,5'-PCB",-6.23,1,291.992,0,2,1,0.0,-6.57,Clc1ccc(c(Cl)c1)c2cc(Cl)ccc2Cl ,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A48F8B0>,291.99199999999996,5.967200000000002,0.0,0.0,0.0,c1ccc(-c2ccccc2)cc1
"Hexachloro-1,3-butadiene",-4.546,1,260.762,0,0,1,0.0,-4.92,ClC(=C(Cl)C(=C(Cl)Cl)Cl)Cl,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A48FA70>,260.762,4.7574,0.0,0.0,0.0,
Terbutryn,-3.75,1,241.364,2,1,4,62.73,-4.0,CCNc1nc(NC(C)(C)C)nc(SC)n1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A48FC30>,241.364,2.2356999999999996,62.730000000000004,2.0,6.0,c1ncncn1
3-Methyl-2-pentanol,-1.308,1,102.177,1,0,3,20.23,-0.71,CCC(C)CCO,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A48FDF0>,102.17699999999999,1.4149,20.23,1.0,1.0,
2-methylpteridine,-1.24,1,146.153,0,2,0,51.56,-0.12,Cc2ncc1nccnc1n2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A48FED0>,146.153,0.7282199999999999,51.56,0.0,4.0,c1cnc2ncncc2n1
Danazol,-4.557,1,337.4630000000001,1,5,0,46.260000000000005,-5.507000000000001,CC23Cc1cnoc1C=C2CCC4C3CCC5(C)C4CCC5(O)C#C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A48FD10>,337.4630000000001,4.221000000000004,46.260000000000005,1.0,3.0,C1=C2CCC3C4CCCC4CCC3C2Cc2cnoc21
1-Iodobutane,-2.841,1,184.02,0,0,2,0.0,-2.96,CCCCI,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A48FB50>,184.01999999999998,2.2215,0.0,0.0,0.0,
2-Bromonapthalene,-4.434,1,207.07,0,2,0,0.0,-4.4,Brc1ccc2ccccc2c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A48F990>,207.07,3.6023000000000014,0.0,0.0,0.0,c1ccc2ccccc2c1
"Digoxin (L1=41,8mg/mL, L2=68,2mg/mL, Z=40,1mg/mL)",-5.312,1,780.9490000000001,6,8,7,203.06,-4.081,CC1OC(CC(O)C1O)OC2C(O)CC(OC2C)OC8C(O)CC(OC7CCC3(C)C(CCC4C3CC(O)C5(C)C(CCC45O)C6=CC(=O)OC6)C7)OC8C ,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A48F7D0>,780.9490000000001,2.2181000000000015,203.05999999999997,6.0,14.0,O=C1C=C(C2CCC3C2CCC2C4CCC(OC5CCC(OC6CCC(OC7CCCCO7)CO6)CO5)CC4CCC23)CO1
Benzyltrifluoride,-3.099,1,146.111,0,1,0,0.0,-2.51,FC(F)(F)c1ccccc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A48F610>,146.111,2.705400000000001,0.0,0.0,0.0,c1ccccc1
Dihexyl phthalate,-5.757999999999999,1,334.45600000000024,0,1,12,52.60000000000001,-6.144,CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A48F450>,334.45600000000024,5.160800000000005,52.60000000000001,0.0,4.0,c1ccccc1
Dibenzothiophene,-4.597,2,184.263,0,3,0,0.0,-4.38,c1ccc2c(c1)sc3ccccc23,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A48F290>,184.263,4.054500000000002,0.0,0.0,1.0,c1ccc2c(c1)sc1ccccc12
"2,3',4,4'-PCB",-6.709,1,326.437,0,2,1,0.0,-7.8,Clc1ccc(c(Cl)c1)c2ccc(Cl)c(Cl)c2Cl ,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A48F0D0>,326.437,6.620600000000001,0.0,0.0,0.0,c1ccc(-c2ccccc2)cc1
"2,2',3,3',4,4'-PCB",-7.192,1,360.88200000000006,0,2,1,0.0,-8.01,Clc1ccc(c(Cl)c1Cl)c2ccc(Cl)c(Cl)c2Cl ,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A48EF10>,360.88200000000006,7.274000000000001,0.0,0.0,0.0,c1ccc(-c2ccccc2)cc1
Warfarin,-3.913,1,308.3330000000001,1,3,4,67.50999999999999,-3.893,CC(=O)CC(c1ccccc1)c3c(O)c2ccccc2oc3=O ,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A48ED50>,308.3330000000001,3.609600000000003,67.50999999999999,1.0,4.0,O=c1oc2ccccc2cc1Cc1ccccc1
hydrobenzoin,-2.645,1,214.264,2,2,3,40.46,-1.93,c1ccccc1C(O)C(O)c2ccccc2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A48EB90>,214.264,2.4536000000000007,40.46,2.0,2.0,c1ccc(CCc2ccccc2)cc1
Dimethyl phthalate,-2.347,1,194.18599999999995,0,1,2,52.60000000000001,-1.66,COC(=O)c1ccccc1C(=O)OC,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A48E9D0>,194.18599999999995,1.2597999999999998,52.60000000000001,0.0,4.0,c1ccccc1
Ethyl octanoate,-2.962,1,172.26799999999997,0,0,7,26.3,-3.39,CCCCCCCC(=O)OCC,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A48E810>,172.26799999999997,2.910000000000001,26.3,0.0,2.0,
Diethyldisulfide,-2.364,1,122.258,0,0,3,0.0,-2.42,CCSSCC,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A48E650>,122.258,2.4076000000000004,0.0,0.0,2.0,
"1,2-Diethoxyethane ",-0.833,1,118.176,0,0,5,18.46,-0.77,CCOCCOCC,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A48E490>,118.176,1.0594000000000001,18.46,0.0,2.0,
"1,2,4,5-Tetrachlorobenzene",-4.621,1,215.894,0,1,0,0.0,-5.56,Clc1cc(Cl)c(Cl)cc1Cl,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A48E2D0>,215.894,4.3002,0.0,0.0,0.0,c1ccccc1
p-benzidine,-2.613,1,184.242,2,2,1,52.04,-2.7,Nc1ccc(cc1)c2ccc(N)cc2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A48E110>,184.242,2.518,52.04,2.0,2.0,c1ccc(-c2ccccc2)cc1
1-Heptene,-2.718,1,98.189,0,0,4,0.0,-3.73,CCCCCC=C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A48DF50>,98.189,2.752700000000001,0.0,0.0,0.0,
Ethirimol,-2.732,1,209.293,2,1,5,57.78,-3.028,CCCCc1c(C)nc(NCC)[nH]c1=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A48DD90>,209.29299999999998,1.85272,57.78,2.0,3.0,O=c1ccnc[nH]1
Pentobarbital,-2.312,1,226.27599999999995,2,1,4,75.27000000000001,-2.39,O=C1NC(=O)NC(=O)C1(CC)C(C)CCC,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A48DBD0>,226.27599999999995,1.1849999999999992,75.27000000000001,2.0,3.0,O=C1CC(=O)NC(=O)N1
o-Chloroaniline,-2.392,1,127.574,1,1,0,26.02,-1.52,Nc1ccccc1Cl,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A48DA10>,127.574,1.9222,26.02,1.0,1.0,c1ccccc1
3-Chloroanisole,-3.057,1,142.58499999999998,0,1,1,9.23,-2.78,COc1cccc(Cl)c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A48D850>,142.58499999999998,2.3486000000000002,9.23,0.0,1.0,c1ccccc1
Pebulate,-3.131,1,203.351,0,0,6,20.31,-3.53,CCCCN(CC)C(=O)SCCC,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A48D690>,203.35099999999997,3.3716000000000026,20.310000000000002,0.0,2.0,
Butyl acetate,-1.111,1,102.13299999999998,0,0,4,26.3,-1.37,CCCCOC=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A48D4D0>,102.13299999999998,0.9595,26.3,0.0,2.0,
Prednisolone,-2.974,1,360.4500000000002,3,4,2,94.83,-3.18,CC12CC(O)C3C(CCC4=CC(=O)C=CC34C)C2CCC1(O)C(=O)CO,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A48D310>,360.4500000000002,1.5575999999999999,94.83,3.0,5.0,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21
Bromodichloromethane,-2.176,1,163.82899999999998,0,0,0,0.0,-1.54,BrC(Cl)Cl,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A48D150>,163.82899999999998,2.1425,0.0,0.0,0.0,
adrenosterone,-2.99,1,300.3980000000001,0,4,0,51.21,-3.48,CC34CC(=O)C1C(CCC2=CC(=O)CCC12C)C3CCC4(=O) ,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A48CF90>,300.3980000000001,3.2664000000000017,51.21,0.0,3.0,O=C1C=C2CCC3C4CCC(=O)C4CC(=O)C3C2CC1
p-terphenyl,-5.7410000000000005,2,230.31,0,3,2,0.0,-7.11,c1ccc(cc1)c2ccc(cc2)c3ccccc3,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A48CDD0>,230.31,5.0206000000000035,0.0,0.0,0.0,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1
p-Hydroxybenzaldehyde ,-2.003,1,122.12299999999998,1,1,1,37.3,-0.96,Oc1ccc(C=O)cc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A48CC10>,122.12299999999998,1.2047,37.3,1.0,2.0,c1ccccc1
Bromomethane,-1.109,1,94.939,0,0,0,0.0,-0.79,CBr,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A48CA50>,94.939,1.0110999999999999,0.0,0.0,0.0,
Perfluidone,-4.945,1,379.381,1,2,4,80.31,-3.8,Cc1cc(ccc1NS(=O)(=O)C(F)(F)F)S(=O)(=O)c2ccccc2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A48C890>,379.38100000000003,3.0893200000000016,80.31,1.0,4.0,O=S(=O)(c1ccccc1)c1ccccc1
Coumachlor,-4.553999999999999,1,342.7780000000001,1,3,4,67.50999999999999,-5.839,CC(=O)CC(c1ccc(Cl)cc1)c2c(O)c3ccccc3oc2=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A48C6D0>,342.7780000000001,4.263000000000003,67.50999999999999,1.0,4.0,O=c1oc2ccccc2cc1Cc1ccccc1
2-Ethylnaphthalene,-4.1,1,156.22799999999998,0,2,1,0.0,-4.29,CCc1ccc2ccccc2c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A48C510>,156.22799999999998,3.4022000000000014,0.0,0.0,0.0,c1ccc2ccccc2c1
5-methylcytosine,-0.257,1,125.131,2,1,0,71.77000000000001,-1.4580000000000002,Nc1c(C)c[nH]c(=O)n1 ,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A48C350>,125.13099999999999,-0.33948000000000017,71.77000000000001,2.0,3.0,O=c1nccc[nH]1
"2,3,4,5,6-PCB",-6.785,1,326.437,0,2,1,0.0,-7.92,Clc2c(Cl)c(Cl)c(c1ccccc1)c(Cl)c2Cl ,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A48C190>,326.437,6.620600000000001,0.0,0.0,0.0,c1ccc(-c2ccccc2)cc1
benodanil,-4.245,1,323.133,1,2,2,29.1,-4.21,c1c(NC(=O)c2ccccc2(I))cccc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A490040>,323.133,3.5435000000000016,29.1,1.0,1.0,O=C(Nc1ccccc1)c1ccccc1
Riboflavin,-1.865,1,376.36900000000014,5,3,5,161.56,-3.685,Cc3cc2nc1c(=O)[nH]c(=O)nc1n(CC(O)C(O)C(O)CO)c2cc3C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A490200>,376.36900000000014,-1.7235599999999989,161.56,5.0,8.0,O=c1nc2[nH]c3ccccc3nc-2c(=O)[nH]1
o-Fluorobromobenzene,-3.467,1,175.0,0,1,0,0.0,-2.7,Fc1ccccc1Br,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A4903C0>,175.0,2.5882000000000005,0.0,0.0,0.0,c1ccccc1
"2,4-Dichlorophenol ",-3.22,1,163.003,1,1,0,20.23,-1.55,Oc1ccc(Cl)cc1Cl,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A490580>,163.003,2.699,20.23,1.0,1.0,c1ccccc1
Permethrin,-7.129,1,391.2940000000001,0,3,6,35.53,-6.291,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc2cccc(Oc3ccccc3)c2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A490740>,391.2940000000001,6.113300000000004,35.53,0.0,3.0,O=C(OCc1cccc(Oc2ccccc2)c1)C1CC1
piroxicam,-3.4730000000000003,1,331.353,2,3,2,99.6,-4.16,CN2C(=C(O)c1ccccc1S2(=O)=O)C(=O)Nc3ccccn3 ,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A490900>,331.353,1.5810000000000002,99.60000000000001,2.0,5.0,O=C(Nc1ccccn1)C1=Cc2ccccc2S(=O)(=O)N1
3-Propanoyloxymethylphenytoin,-3.128,1,338.36300000000006,1,3,5,75.71,-4.907,O=C1N(COC(=O)CC)C(=O)C(N1)(c2ccccc2)c3ccccc3,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A490AC0>,338.36300000000006,2.3927000000000005,75.71,1.0,4.0,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1
Cyclopentane ,-2.0380000000000003,2,70.135,0,1,0,0.0,-2.64,C1CCCC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A490C80>,70.135,1.9505000000000001,0.0,0.0,0.0,C1CCCC1
o-Toluidine,-1.922,1,107.156,1,1,0,26.02,-2.21,Cc1ccccc1N,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A490E40>,107.156,1.57722,26.02,1.0,1.0,c1ccccc1
Estragole,-3.074,1,148.205,0,1,3,9.23,-2.92,c1(OC)ccc(CC=C)cc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A491000>,148.205,2.4237,9.23,0.0,1.0,c1ccccc1
karbutilate,-2.655,1,279.34,2,1,2,70.67,-2.93,CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1 ,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A4911C0>,279.34,2.6670000000000007,70.67,2.0,3.0,c1ccccc1
3-Methyl-1-Butene,-1.994,1,70.135,0,0,1,0.0,-2.73,CC(C)C=C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A491380>,70.135,1.8284,0.0,0.0,0.0,
2-Hydroxypyridine,-1.655,1,95.101,1,1,0,33.120000000000005,1.02,Oc1ccccn1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A491540>,95.101,0.7871999999999999,33.120000000000005,1.0,2.0,c1ccncc1
Ethane,-1.132,1,30.07,0,0,0,0.0,-1.36,CC,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A491700>,30.07,1.0262,0.0,0.0,0.0,
"1,2-Dichlorobenzene",-3.482,1,147.00399999999996,0,1,0,0.0,-3.05,Clc1ccccc1Cl,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A4918C0>,147.00399999999996,2.9934000000000003,0.0,0.0,0.0,c1ccccc1
mercaptobenzothiazole,-3.411,1,167.25799999999998,1,2,0,12.89,-3.18,Sc2nc1ccccc1s2 ,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A491A80>,167.25799999999998,2.585,12.89,1.0,3.0,c1ccc2scnc2c1
"2,2',3,3',4,4',5,5',6,6'-PCB",-9.589,1,498.66200000000026,0,2,1,0.0,-11.6,Clc1c(Cl)c(Cl)c(c(Cl)c1Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl ,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A491C40>,498.66200000000026,9.887599999999999,0.0,0.0,0.0,c1ccc(-c2ccccc2)cc1
Methoxsalen,-3.25,1,216.19199999999995,0,3,1,52.58,-3.664,COc2c1occc1cc3ccc(=O)oc23 ,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A491E00>,216.19199999999995,2.5478000000000005,52.58,0.0,4.0,O=c1ccc2cc3ccoc3cc2o1
Acetamide,0.494,1,59.068,1,0,0,43.09,1.58,CC(=O)N,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A491FC0>,59.068,-0.5084,43.09,1.0,1.0,
1-Methylnaphthalene,-3.802,1,142.201,0,2,0,0.0,-3.7,Cc1cccc2ccccc12,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A492180>,142.201,3.148220000000002,0.0,0.0,0.0,c1ccc2ccccc2c1
Napropamide,-4.088,1,271.36,0,2,5,29.540000000000003,-3.57,CCN(CC)C(=O)C(C)Oc1cccc2ccccc12 ,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A492340>,271.36,3.475500000000002,29.540000000000003,0.0,2.0,c1ccc2ccccc2c1
"3,3-Dimethyl-2-butanol",-1.2919999999999998,1,102.177,1,0,0,20.23,-0.62,CC(O)C(C)(C)C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A492500>,102.17699999999999,1.4133,20.23,1.0,1.0,
Methyl pentanoate,-1.545,1,116.15999999999998,0,0,3,26.3,-1.36,CCCC(=O)OCC,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A4926C0>,116.15999999999998,1.3496000000000001,26.3,0.0,2.0,
Menadione,-2.667,1,172.18299999999996,0,2,0,34.14,-3.03,CC2=CC(=O)c1ccccc1C2=O ,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A492880>,172.18299999999996,2.0119000000000002,34.14,0.0,2.0,O=C1C=CC(=O)c2ccccc21
Phenanthrene,-4.518,2,178.23399999999998,0,3,0,0.0,-5.26,c1ccc2c(c1)ccc3ccccc32,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A492A40>,178.23399999999998,3.993000000000002,0.0,0.0,0.0,c1ccc2c(c1)ccc1ccccc12
"2,4-Dimethylpyridine",-2.0980000000000003,1,107.156,0,1,0,12.89,0.38,Cc1ccnc(C)c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A492C00>,107.15599999999999,1.69844,12.89,0.0,1.0,c1ccncc1
1-Nonanol,-2.46,1,144.258,1,0,7,20.23,-3.01,CCCCCCCCCO,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A492DC0>,144.258,2.7293000000000016,20.23,1.0,1.0,
Dibromomethane,-1.883,1,173.83499999999998,0,0,0,0.0,-1.17,BrCBr,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A492F80>,173.83499999999998,1.7337,0.0,0.0,0.0,
Dexamethasone,-3.4,1,392.4670000000002,3,4,2,94.83,-3.59,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A493140>,392.4670000000002,1.8957000000000002,94.83,3.0,5.0,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21
"2,6-Dimethylnaphthalene ",-4.147,1,156.228,0,2,0,0.0,-4.89,Cc1ccc2cc(C)ccc2c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A493300>,156.228,3.456640000000002,0.0,0.0,0.0,c1ccc2ccccc2c1
Butylate,-3.4530000000000003,1,217.378,0,0,5,20.31,-3.68,CCSC(=O)N(CC(C)C)CC(C)C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A4934C0>,217.378,3.4735000000000023,20.310000000000002,0.0,2.0,
nitroglycerin,-2.029,1,227.085,0,0,8,157.11,-2.22,O=N(=O)OCC(CON(=O)=O)ON(=O)=O ,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A493680>,227.08499999999998,-1.0200999999999996,157.11,0.0,9.0,
m-Nitroaniline,-1.936,1,138.126,1,1,1,69.16,-2.19,Nc1cccc(c1)N(=O)=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A493840>,138.126,1.177,69.16,1.0,3.0,c1ccccc1
1-Chlorobutane,-1.94,1,92.569,0,0,2,0.0,-2.03,CCCCCl,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A493A00>,92.56899999999999,2.0253,0.0,0.0,0.0,
triforine,-3.715,1,430.9340000000001,2,1,6,64.68,-4.19,ClC(Cl)(Cl)C(NC=O)N1C=CN(C=C1)C(NC=O)C(Cl)(Cl)Cl ,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A493BC0>,430.9340000000001,2.431,64.68,2.0,4.0,C1=CNC=CN1
Fluridone,-4.249,1,329.321,0,3,2,22.0,-4.445,Cn2cc(c1ccccc1)c(=O)c(c2)c3cccc(c3)C(F)(F)F,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A493D80>,329.32099999999997,4.738100000000002,22.0,0.0,1.0,O=c1c(-c2ccccc2)c[nH]cc1-c1ccccc1
6-aminochrysene,-4.849,1,243.309,1,4,0,26.02,-6.2,Nc3cc2c1ccccc1ccc2c4ccccc34 ,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A493F40>,243.309,4.728400000000002,26.02,1.0,1.0,c1ccc2c(c1)ccc1c3ccccc3ccc21
Estrone,-3.872,1,270.372,1,4,0,37.3,-3.955,CC12CCC3C(CCc4cc(O)ccc34)C2CCC1=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A493E60>,270.372,3.817400000000003,37.3,1.0,2.0,O=C1CCC2C1CCC1c3ccccc3CCC12
RTI 17,-4.227,1,269.373,0,3,1,19.37,-4.706,CCN2c1ccccc1N(C)C(=S)c3cccnc23 ,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A493CA0>,269.373,3.3649000000000022,19.37,0.0,3.0,S=C1Nc2ccccc2Nc2ncccc21
"1,2-Propylene oxide",-0.358,1,58.08,0,1,0,12.53,-0.59,CC1CO1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A493AE0>,58.08,0.4051,12.53,0.0,1.0,C1CO1
Nitrazepam,-3.4730000000000003,1,281.271,1,3,2,84.6,-3.796,O=C3CN=C(c1ccccc1)c2cc(ccc2N3)N(=O)=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A493920>,281.271,2.3842999999999996,84.6,1.0,4.0,O=C1CN=C(c2ccccc2)c2ccccc2N1
"1,3-diethylthiourea",-1.028,1,132.232,2,0,2,24.06,-1.46,CCNC(=S)NCC,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A493760>,132.232,0.49030000000000007,24.06,2.0,1.0,
"2,3,5-Trichlorophenol",-3.78,1,197.448,1,1,0,20.23,-2.67,Oc1cc(Cl)cc(Cl)c1Cl,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A4935A0>,197.44799999999998,3.3523999999999994,20.23,1.0,1.0,c1ccccc1
Propyl propanoate,-1.545,1,116.15999999999998,0,0,3,26.3,-1.34,CCCCC(=O)OC,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A4933E0>,116.15999999999998,1.3496000000000001,26.3,0.0,2.0,
Aniline ,-1.632,1,93.129,1,1,0,26.02,-0.41,Nc1ccccc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A493220>,93.12899999999999,1.2688000000000001,26.02,1.0,1.0,c1ccccc1
"1,5-Dimethlnapthalene",-4.147,1,156.228,0,2,0,0.0,-4.678999999999999,Cc1cccc2c(C)cccc12,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A493060>,156.228,3.456640000000002,0.0,0.0,0.0,c1ccc2ccccc2c1
hydrochlorothiazide,-1.72,1,297.745,3,2,1,118.36,-2.63,NS(=O)(=O)c2cc1c(NCNS1(=O)=O)cc2Cl ,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A492EA0>,297.745,-0.35129999999999945,118.35999999999999,3.0,5.0,O=S1(=O)NCNc2ccccc21
Acenapthylene,-3.682,2,152.19599999999994,0,3,0,0.0,-3.96,C1=Cc2cccc3cccc1c23,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A492CE0>,152.19599999999994,3.3236000000000017,0.0,0.0,0.0,C1=Cc2cccc3cccc1c23
Ethyl butyrate,-2.254,1,144.21399999999997,0,0,5,26.3,-1.28,CCCCCOC(=O)CC,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A492B20>,144.21399999999997,2.1298000000000004,26.3,0.0,2.0,
Atratone,-3.185,1,211.269,2,1,5,71.96000000000001,-2.084,CCNc1nc(NC(C)C)nc(OC)n1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A492960>,211.26899999999998,1.1322999999999996,71.96000000000001,2.0,6.0,c1ncncn1
